,NP-chunks
The_Shining_14,"[('something', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('hotel', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('creepiest', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('movie', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('feeling', 'NN')]"
The_Shining_14,"[('isolation', 'NN')]"
The_Shining_14,"[('Kubrick', 'NNP')]"
The_Shining_14,"[('The', 'DT'), ('hotel', 'NN')]"
The_Shining_14,"[('Jack', 'NNP')]"
The_Shining_14,"[('son', 'NN')]"
The_Shining_14,"[('bike', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('barren', 'NN')]"
The_Shining_14,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_14,"[('performance', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('hell', 'NN')]"
The_Shining_14,"[('awhile', 'NN')]"
The_Shining_14,"[('My', 'NNP')]"
The_Shining_14,"[('favorite', 'NN')]"
The_Shining_14,"[('scene', 'NN')]"
The_Shining_14,"[('a', 'DT'), ('ghost', 'NN')]"
The_Shining_14,"[('a', 'DT'), ('walk-in', 'JJ'), ('refrigerator', 'NN')]"
The_Shining_14,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_14,"[('horror', 'NN')]"
The_Shining_14,"[('opinion', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('snot', 'NN')]"
The_Shining_14,"[('crap', 'NN')]"
The_Shining_14,"[('the', 'DT'), ('Ring', 'NNP')]"
The_Shining_14,"[('The', 'DT'), ('Blair', 'NNP'), ('Witch', 'NNP'), ('Project', 'NNP')]"
The_Shining_14,"[('a', 'DT'), ('oldie', 'NN')]"
The_Shining_14,"[('a', 'DT'), ('goodie', 'NN')]"
The_Shining_15,"[('this', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_15,"[('doubt', 'NN')]"
The_Shining_15,"[('Stanley', 'NNP'), ('Kubrick', 'NNP')]"
The_Shining_15,"[('a', 'DT'), ('true', 'JJ'), ('classic', 'NN')]"
The_Shining_15,"[('horror', 'NN')]"
The_Shining_15,"[('cinema', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('course', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('living', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('an', 'DT'), ('adaptation', 'NN')]"
The_Shining_15,"[('Stepehen', 'NNP'), ('King', 'NNP')]"
The_Shining_15,"[('original', 'JJ'), ('novel', 'NN')]"
The_Shining_15,"[('written', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('book', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('thing', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('beginning', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('car', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('hotel', 'NN')]"
The_Shining_15,"[('aerial', 'JJ'), ('shots', 'NN')]"
The_Shining_15,"[('something', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('somehow', 'NN')]"
The_Shining_15,"[('sometime', 'NN')]"
The_Shining_15,"[('severe', 'JJ'), ('warning', 'NN')]"
The_Shining_15,"[('inaudible', 'JJ'), ('voice', 'NN')]"
The_Shining_15,"[('tight', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('sense', 'NN')]"
The_Shining_15,"[('unexpectedness', 'NN')]"
The_Shining_15,"[('same', 'JJ'), ('feeling', 'NN')]"
The_Shining_15,"[('hair', 'NN')]"
The_Shining_15,"[('stand', 'NN')]"
The_Shining_15,"[('end', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('entire', 'JJ'), ('movie', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('plot', 'NN')]"
The_Shining_15,"[('Jack', 'NNP'), ('Torrance', 'NNP'), ('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_15,"[('the', 'DT'), ('caretaker', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('Overlook', 'NNP'), ('Hotel', 'NNP')]"
The_Shining_15,"[('Colorado', 'NNP')]"
The_Shining_15,"[('Jack', 'NNP')]"
The_Shining_15,"[('a', 'DT'), ('family', 'NN')]"
The_Shining_15,"[('man', 'NN')]"
The_Shining_15,"[('wife', 'NN')]"
The_Shining_15,"[('Shelley', 'NNP'), ('Duvall', 'NNP')]"
The_Shining_15,"[('son', 'NN')]"
The_Shining_15,"[('Danny', 'NNP'), ('Lloyd', 'NNP')]"
The_Shining_15,"[('the', 'DT'), ('hotel', 'NN')]"
The_Shining_15,"[('company', 'NN')]"
The_Shining_15,"[('stay', 'NN')]"
The_Shining_15,"[('strange', 'NN')]"
The_Shining_15,"[('Jack', 'NNP')]"
The_Shining_15,"[('son', 'NN')]"
The_Shining_15,"[('Danny', 'NNP')]"
The_Shining_15,"[('a', 'DT'), ('force', 'NN')]"
The_Shining_15,"[('Jack', 'NNP')]"
The_Shining_15,"[('writer', 'NN')]"
The_Shining_15,"[('block', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('hotel', 'NN')]"
The_Shining_15,"[('Jack', 'NNP')]"
The_Shining_15,"[('a', 'DT'), ('complete', 'JJ'), ('mental', 'JJ'), ('breakdown', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('situation', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('sinister', 'NN')]"
The_Shining_15,"[('turn', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('worse', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('contain', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('incredibly', 'JJ'), ('scary', 'JJ'), ('music', 'NN')]"
The_Shining_15,"[('Béla', 'NNP'), ('Bartók', 'NNP')]"
The_Shining_15,"[('the', 'DT'), ('excellent', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('Steadicam', 'NNP')]"
The_Shining_15,"[('a', 'DT'), ('sense', 'NN')]"
The_Shining_15,"[('ever-following', 'JJ'), ('evil', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('terrifying', 'NN')]"
The_Shining_15,"[('mood', 'NN')]"
The_Shining_15,"[('atmosphere', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('Kubrick', 'NNP')]"
The_Shining_15,"[('a', 'DT'), ('horror', 'NN')]"
The_Shining_15,"[('movie', 'NN')]"
The_Shining_15,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_15,"[('powerful', 'JJ'), ('performance', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('mad', 'NN')]"
The_Shining_15,"[('father', 'NN')]"
The_Shining_15,"[('husband', 'NN')]"
The_Shining_15,"[('Shelley', 'NNP'), ('Duvall', 'NNP')]"
The_Shining_15,"[('the', 'DT'), ('worrying', 'NN')]"
The_Shining_15,"[('wife', 'NN')]"
The_Shining_15,"[('son', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('stand', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('kind', 'NN')]"
The_Shining_15,"[('fear', 'NN')]"
The_Shining_15,"[('weakness', 'NN')]"
The_Shining_15,"[('vulnerability', 'NN')]"
The_Shining_15,"[('convincing', 'JJ'), ('way', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_15,"[('the', 'DT'), ('elevator', 'NN')]"
The_Shining_15,"[('scene', 'NN')]"
The_Shining_15,"[('Johnny', 'NNP')]"
The_Shining_15,"[('one-liner', 'NN')]"
The_Shining_15,"[('instance', 'NN')]"
The_Shining_15,"[('Stanley', 'NNP'), ('Kubrick', 'NNP')]"
The_Shining_15,"[('direction', 'NN')]"
The_Shining_15,"[('pure', 'NN')]"
The_Shining_15,"[('excellence', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('whole', 'JJ'), ('film', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('cold', 'NN')]"
The_Shining_15,"[('atmospheric', 'JJ'), ('look', 'NN')]"
The_Shining_15,"[('an', 'DT'), ('unbearable', 'JJ'), ('sense', 'NN')]"
The_Shining_15,"[('paranoia', 'NN')]"
The_Shining_15,"[('terror', 'NN')]"
The_Shining_15,"[('sheer', 'NN')]"
The_Shining_15,"[('brilliance', 'NN')]"
The_Shining_15,"[('exquisite', 'JJ'), ('perfection', 'NN')]"
The_Shining_15,"[('this', 'DT'), ('film', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('horrifying', 'NN')]"
The_Shining_15,"[('maze', 'NN')]"
The_Shining_15,"[('chase', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('perfect', 'JJ'), ('example', 'NN')]"
The_Shining_15,"[('Every', 'DT'), ('single', 'JJ'), ('shot', 'NN')]"
The_Shining_15,"[('the', 'DT'), ('edge', 'NN')]"
The_Shining_15,"[('seat', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_15,"[('opinion', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('special', 'JJ'), ('landmark', 'NN')]"
The_Shining_15,"[('horror', 'NN')]"
The_Shining_15,"[('cinema', 'NN')]"
The_Shining_15,"[('film', 'JJ'), ('history', 'NN')]"
The_Shining_15,"[('last', 'JJ'), ('year', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('bath', 'NN')]"
The_Shining_15,"[('bathtub.Just', 'NN')]"
The_Shining_15,"[('case', 'NN')]"
The_Shining_15,"[('ya', 'NNP'), ('know', 'NNP')]"
The_Shining_15,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_15,"[('film', 'NN')]"
The_Shining_15,"[('whole', 'NN')]"
The_Shining_15,"[('life', 'NN')]"
The_Shining_15,"[('a', 'DT'), ('great', 'JJ'), ('deal', 'NN')]"
The_Shining_15,"[('horror', 'NN')]"
The_Shining_15,"[('chilling', 'NN')]"
The_Shining_15,"[('truly', 'NN')]"
The_Shining_15,"[('scary', 'JJ'), ('film', 'NN')]"
The_Shining_15,"[('an', 'DT'), ('eccentric', 'JJ'), ('genius', 'NN')]"
The_Shining_15,"[('show', 'NN')]"
The_Shining_15,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_15,"[('a', 'DT'), ('sublime', 'NN')]"
The_Shining_15,"[('watchable', 'JJ'), ('film', 'NN')]"
The_Shining_15,"[('Kubrick', 'NNP')]"
The_Shining_16,"[('Kubrick', 'NNP')]"
The_Shining_16,"[('year', 'NN')]"
The_Shining_16,"[('career', 'NN')]"
The_Shining_16,"[('proving', 'NN')]"
The_Shining_16,"[('no', 'DT'), ('matter', 'NN')]"
The_Shining_16,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_16,"[('no', 'DT'), ('exception', 'NN')]"
The_Shining_16,"[('A', 'DT'), ('filmed', 'NN')]"
The_Shining_16,"[('nightmare', 'NN')]"
The_Shining_16,"[('surreal', 'JJ'), ('mixture', 'NN')]"
The_Shining_16,"[('thick', 'NN')]"
The_Shining_16,"[('mood', 'NN')]"
The_Shining_16,"[('rich', 'JJ'), ('story', 'NN')]"
The_Shining_16,"[('A', 'DT'), ('maze', 'NN')]"
The_Shining_16,"[('terror', 'NN')]"
The_Shining_16,"[('right', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('surface', 'NN')]"
The_Shining_16,"[('A', 'DT'), ('masterpiece', 'NN')]"
The_Shining_16,"[('hypnotic', 'JJ'), ('horror', 'NN')]"
The_Shining_16,"[('mind-bogglingly', 'JJ'), ('creepy', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('center', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('ever-menacing', 'JJ'), ('presence', 'NN')]"
The_Shining_16,"[('Nicholson', 'NNP')]"
The_Shining_16,"[('lesson', 'NN')]"
The_Shining_16,"[('a', 'DT'), ('husband', 'NN')]"
The_Shining_16,"[('father', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('violent', 'NN')]"
The_Shining_16,"[('climax', 'NN')]"
The_Shining_16,"[('dementia', 'NN')]"
The_Shining_16,"[('villainous', 'JJ'), ('turn', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('bunch', 'NN')]"
The_Shining_16,"[('beautiful', 'JJ'), ('lightness', 'NN')]"
The_Shining_16,"[('darker', 'NN')]"
The_Shining_16,"[('Lloyd', 'NNP')]"
The_Shining_16,"[('a', 'DT'), ('brilliant', 'JJ'), ('tightrope', 'NN')]"
The_Shining_16,"[('average', 'JJ'), ('boyhood', 'NN')]"
The_Shining_16,"[('haunting', 'NN')]"
The_Shining_16,"[('sadness', 'NN')]"
The_Shining_16,"[('Duvall', 'NNP')]"
The_Shining_16,"[('compelling', 'NN')]"
The_Shining_16,"[('turn', 'NN')]"
The_Shining_16,"[('forlorn', 'JJ'), ('wife', 'NN')]"
The_Shining_16,"[('mother', 'NN')]"
The_Shining_16,"[('beyond', 'JJ'), ('perfect', 'NN')]"
The_Shining_16,"[('a', 'DT'), ('directorial', 'JJ'), ('assuredness', 'NN')]"
The_Shining_16,"[('Kubrick', 'NNP')]"
The_Shining_16,"[('The', 'DT'), ('plight', 'NN')]"
The_Shining_16,"[('a', 'DT'), ('personal', 'JJ'), ('view', 'NN')]"
The_Shining_16,"[('a', 'DT'), ('cold', 'NN')]"
The_Shining_16,"[('experience', 'NN')]"
The_Shining_16,"[('Every', 'DT'), ('detail', 'NN')]"
The_Shining_16,"[('madness', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('Overlook', 'NNP'), ('Hotel', 'NNP')]"
The_Shining_16,"[('The', 'DT'), ('blood-flood', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('symmetry', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('normally-calm', 'JJ'), ('camera', 'NN')]"
The_Shining_16,"[('the', 'DT'), ('swinging', 'NN')]"
The_Shining_16,"[('axe', 'NN')]"
The_Shining_16,"[('penetrating', 'NN')]"
The_Shining_16,"[('Shining', 'NNP')]"
The_Shining_16,"[('Kubrick', 'NNP')]"
The_Shining_17,"[('overrated', 'JJ'), ('movie', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('history', 'NN')]"
The_Shining_17,"[('film', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('first', 'JJ'), ('time', 'NN')]"
The_Shining_17,"[('a', 'DT'), ('letdown', 'NN')]"
The_Shining_17,"[('course', 'NN')]"
The_Shining_17,"[('Kubrick', 'NNP')]"
The_Shining_17,"[('important', 'JJ'), ('thing', 'NN')]"
The_Shining_17,"[('a', 'DT'), ('horror', 'NN')]"
The_Shining_17,"[('movie', 'NN')]"
The_Shining_17,"[('horrifying', 'NN')]"
The_Shining_17,"[('That', 'DT'), ('way', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('audience', 'NN')]"
The_Shining_17,"[('a', 'DT'), ('documentary', 'NN')]"
The_Shining_17,"[('dysfunctional', 'JJ'), ('family', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('world', 'NN')]"
The_Shining_17,"[('Is', 'NNP')]"
The_Shining_17,"[('this', 'DT'), ('supposed', 'NN')]"
The_Shining_17,"[('a', 'DT'), ('loving', 'NN')]"
The_Shining_17,"[('husband', 'NN')]"
The_Shining_17,"[('father', 'NN')]"
The_Shining_17,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_17,"[('total', 'JJ'), ('insanity', 'NN')]"
The_Shining_17,"[('no', 'DT'), ('gradual', 'JJ'), ('shift', 'NN')]"
The_Shining_17,"[('wife', 'NN')]"
The_Shining_17,"[('a', 'DT'), ('whimpering', 'NN')]"
The_Shining_17,"[('nervous', 'JJ'), ('wreck', 'NN')]"
The_Shining_17,"[('any', 'DT'), ('point', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('movie', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('kid', 'NN')]"
The_Shining_17,"[('Danny', 'NNP')]"
The_Shining_17,"[('a', 'DT'), ('weird', 'JJ'), ('little', 'JJ'), ('nut', 'NN')]"
The_Shining_17,"[('Another', 'DT'), ('major', 'JJ'), ('problem', 'NN')]"
The_Shining_17,"[('no', 'DT'), ('clear', 'JJ'), ('storyline', 'NN')]"
The_Shining_17,"[('The', 'DT'), ('whole', 'JJ'), ('first', 'JJ'), ('half', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('movie', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('kid', 'NN')]"
The_Shining_17,"[('a', 'DT'), ('total', 'JJ'), ('switch', 'NN')]"
The_Shining_17,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_17,"[('crazy', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('point', 'NN')]"
The_Shining_17,"[('spending', 'NN')]"
The_Shining_17,"[('that', 'DT'), ('time', 'NN')]"
The_Shining_17,"[('Danny', 'NNP')]"
The_Shining_17,"[('something', 'NN')]"
The_Shining_17,"[('anything', 'NN')]"
The_Shining_17,"[('Danny', 'NNP')]"
The_Shining_17,"[('the', 'DT'), ('house', 'NN')]"
The_Shining_17,"[('a', 'DT'), ('big', 'JJ'), ('enough', 'JJ'), ('plot', 'NN')]"
The_Shining_17,"[('point', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('entire', 'JJ'), ('first', 'JJ'), ('half', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('movie', 'NN')]"
The_Shining_17,"[('music', 'NN')]"
The_Shining_17,"[('nothing', 'NN')]"
The_Shining_17,"[('this', 'DT'), ('movie', 'NN')]"
The_Shining_17,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_17,"[('course', 'NN')]"
The_Shining_17,"[('no', 'DT'), ('scariness', 'NN')]"
The_Shining_17,"[('the', 'DT'), ('entire', 'JJ'), ('movie', 'NN')]"
The_Shining_17,"[('an', 'DT'), ('ax', 'NN')]"
The_Shining_17,"[('obviously-wanting-to-release-a-ton-of-built-up-aggression', 'NN')]"
The_Shining_18,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_18,"[('a', 'DT'), ('quarter', 'NN')]"
The_Shining_18,"[('a', 'DT'), ('century', 'NN')]"
The_Shining_18,"[('anyone', 'NN')]"
The_Shining_18,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_18,"[('descent', 'NN')]"
The_Shining_18,"[('madness', 'NN')]"
The_Shining_18,"[('a', 'DT'), ('rare', 'JJ'), ('example', 'NN')]"
The_Shining_18,"[('something', 'NN')]"
The_Shining_18,"[('no', 'DT'), ('one', 'NN')]"
The_Shining_18,"[('time', 'NN')]"
The_Shining_18,"[('pop', 'NN')]"
The_Shining_18,"[('culture', 'NN')]"
The_Shining_18,"[('the', 'DT'), ('elevator', 'NN')]"
The_Shining_18,"[('blood', 'NN')]"
The_Shining_18,"[('RedRum', 'NNP')]"
The_Shining_18,"[('the', 'DT'), ('crazy', 'NN')]"
The_Shining_18,"[('nonsense', 'NN')]"
The_Shining_18,"[('writing', 'NN')]"
The_Shining_18,"[('nothing', 'NN')]"
The_Shining_18,"[('else', 'NN')]"
The_Shining_18,"[('daily', 'JJ'), ('life', 'NN')]"
The_Shining_18,"[('The', 'DT'), ('film', 'NN')]"
The_Shining_18,"[('the', 'DT'), ('classic', 'JJ'), ('mystery', 'NN')]"
The_Shining_18,"[('Hitchcock', 'NNP')]"
The_Shining_18,"[('the', 'DT'), ('terror', 'NN')]"
The_Shining_18,"[('a', 'DT'), ('modern', 'JJ'), ('thriller', 'NN')]"
The_Shining_18,"[('a', 'DT'), ('great', 'JJ'), ('script', 'NN')]"
The_Shining_19,"[('Horror', 'NNP')]"
The_Shining_19,"[('cup', 'NN')]"
The_Shining_19,"[('tea', 'NN')]"
The_Shining_19,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_19,"[('this', 'DT'), ('preference', 'NN')]"
The_Shining_19,"[('an', 'DT'), ('incredible', 'JJ'), ('performance', 'NN')]"
The_Shining_19,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_19,"[('Jack', 'NNP'), ('Torrance', 'NNP')]"
The_Shining_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Shining_19,"[('a', 'DT'), ('horror', 'NN')]"
The_Shining_19,"[('film', 'NN')]"
The_Shining_19,"[('toes', 'NN')]"
The_Shining_19,"[('a', 'DT'), ('compact', 'JJ'), ('story', 'NN')]"
The_Shining_19,"[('the', 'DT'), ('film', 'NN')]"
The_Shining_19,"[('heart', 'JJ'), ('wrenching', 'NN')]"
The_Shining_19,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_19,"[('a', 'DT'), ('disturbing', 'JJ'), ('film', 'NN')]"
The_Shining_19,"[('much', 'JJ'), ('scary', 'NN')]"
The_Shining_19,"[('the', 'DT'), ('audience', 'NN')]"
The_Shining_19,"[('a', 'DT'), ('creepy', 'NN')]"
The_Shining_19,"[('feeling', 'NN')]"
The_Shining_19,"[('Jack', 'NNP'), ('Nicholson', 'NNP')]"
The_Shining_19,"[('the', 'DT'), ('lead', 'NN')]"
The_Shining_19,"[('role', 'NN')]"
The_Shining_19,"[('role', 'NN')]"
The_Shining_19,"[('the', 'DT'), ('storyline', 'NN')]"
The_Shining_19,"[('the', 'DT'), ('entire', 'JJ'), ('film', 'NN')]"
The_Shining_19,"[('alluring', 'NN')]"
The_Shining_19,"[('Director', 'NNP'), ('Stanley', 'NNP'), ('Kubrick', 'NNP')]"
The_Shining_19,"[('a', 'DT'), ('masterpiece', 'NN')]"
The_Shining_19,"[('use', 'NN')]"
The_Shining_19,"[('lightning', 'NN')]"
The_Shining_19,"[('no', 'DT'), ('error', 'NN')]"
The_Shining_19,"[('the', 'DT'), ('creation', 'NN')]"
The_Shining_19,"[('this', 'DT'), ('masterpiece', 'NN')]"
The_Shining_19,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_19,"[('Truly', 'NNP')]"
The_Shining_19,"[('horror', 'NN')]"
The_Shining_19,"[('horror', 'NN')]"
The_Shining_19,"[('The', 'DT'), ('Shining', 'NNP')]"
The_Shining_20,"[('Chilling', 'NNP')]"
The_Shining_20,"[('majestic', 'JJ'), ('piece', 'NN')]"
The_Shining_20,"[('cinematic', 'JJ'), ('fright', 'NN')]"
The_Shining_20,"[('this', 'DT'), ('film', 'NN')]"
The_Shining_20,"[('an', 'DT'), ('intellectual', 'JJ'), ('thriller', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('grand', 'NN')]"
The_Shining_20,"[('vision', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('director', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('instinctual', 'JJ'), ('capacity', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('moody', 'NN')]"
The_Shining_20,"[('horror', 'NN')]"
The_Shining_20,"[('flick', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('realm', 'NN')]"
The_Shining_20,"[('filmmaking', 'NN')]"
The_Shining_20,"[('genius', 'NN')]"
The_Shining_20,"[('an', 'DT'), ('eye', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('original', 'JJ'), ('shot', 'NN')]"
The_Shining_20,"[('an', 'DT'), ('ice-cold', 'JJ'), ('soundtrack', 'NN')]"
The_Shining_20,"[('an', 'DT'), ('overall', 'JJ'), ('sense', 'NN')]"
The_Shining_20,"[('dehumanization', 'NN')]"
The_Shining_20,"[('This', 'DT'), ('movie', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('typical', 'JJ'), ('horror', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('red-poker', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('human', 'JJ'), ('eye', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('viewer', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('violence', 'NN')]"
The_Shining_20,"[('psychosis', 'NN')]"
The_Shining_20,"[('protagonist', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('seed', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('derangement', 'NN')]"
The_Shining_20,"[('face', 'NN')]"
The_Shining_20,"[('this', 'DT'), ('film', 'NN')]"
The_Shining_20,"[('plotting', 'NN')]"
The_Shining_20,"[('that', 'DT'), ('thought', 'NN')]"
The_Shining_20,"[('mind', 'NN')]"
The_Shining_20,"[('The', 'DT'), ('setting', 'NN')]"
The_Shining_20,"[('perfect', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('desolate', 'JJ'), ('winter', 'NN')]"
The_Shining_20,"[('hideaway', 'NN')]"
The_Shining_20,"[('The', 'DT'), ('quietness', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('moment', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('character', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('fermenting', 'NN')]"
The_Shining_20,"[('aggressor', 'NN')]"
The_Shining_20,"[('Jack', 'NNP'), ('Torrance', 'NNP')]"
The_Shining_20,"[('mind', 'NN')]"
The_Shining_20,"[('this', 'DT'), ('idle', 'JJ'), ('time', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('devil', 'NN')]"
The_Shining_20,"[('new', 'JJ'), ('playground', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('presence', 'NN')]"
The_Shining_20,"[('evil', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('moment', 'NN')]"
The_Shining_20,"[('therein', 'NN')]"
The_Shining_20,"[('violent', 'NN')]"
The_Shining_20,"[('ass', 'NN')]"
The_Shining_20,"[('pounce', 'NN')]"
The_Shining_20,"[('unsuspecting', 'NN')]"
The_Shining_20,"[('This', 'DT'), ('film', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('perfect', 'JJ'), ('example', 'NN')]"
The_Shining_20,"[('thought', 'NN')]"
The_Shining_20,"[('this', 'DT'), ('film', 'NN')]"
The_Shining_20,"[('subtle', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('canvas', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('young', 'JJ'), ('boy', 'NN')]"
The_Shining_20,"[('big', 'JJ'), ('wheel', 'NN')]"
The_Shining_20,"[('riding', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('hotel', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('labyrinthian', 'JJ'), ('garden', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('mind', 'NN')]"
The_Shining_20,"[('fine', 'NN')]"
The_Shining_20,"[('line', 'NN')]"
The_Shining_20,"[('Kubrick', 'NNP')]"
The_Shining_20,"[('continuity', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('world', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('book', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('film', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('comparison', 'NN')]"
The_Shining_20,"[('point', 'NN')]"
The_Shining_20,"[('proud', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('runtime', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('film', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('little', 'JJ'), ('bit', 'NN')]"
The_Shining_20,"[('the', 'DT'), ('history', 'NN')]"
The_Shining_20,"[('film', 'NN')]"
The_Shining_20,"[('two-cent', 'NN')]"
The_Shining_20,"[('criticisms', 'NN')]"
The_Shining_20,"[('a', 'DT'), ('superb', 'JJ'), ('film', 'NN')]"
The_Shining_20,"[('this', 'DT'), ('movie', 'NN')]"
The_Shining_20,"[('attention', 'NN')]"
The_Shining_20,"[('grand', 'NN')]"
The_Shining_20,"[('form', 'NN')]"
